controller,scenario,pc1,pc2,action,abs_action
FLC,sudden_load_increase_5pct,-3.1082913797377736,0.14641174917616886,0.0393757810986762,0.0393757810986762
FLC,sudden_load_increase_5pct,-3.650729530556584,0.29222770475608223,0.0393757810986762,0.0393757810986762
PID,actuator_saturation_challenge,0.984249104862372,0.29392912342965494,0.0,0.0
PID,actuator_saturation_challenge,1.6864712346669757,1.2937710859954306,1.0,1.0
PID,actuator_saturation_challenge,1.7593261534117015,1.3231612834721767,1.0,1.0
PID,actuator_saturation_challenge,1.7783138792862268,1.3495054155547008,1.0,1.0
PID,actuator_saturation_challenge,1.7505641274111088,1.3743589661116347,1.0,1.0
PID,actuator_saturation_challenge,1.6810521487755028,1.399091139548265,1.0,1.0
PID,actuator_saturation_challenge,1.5738869248486933,1.4249385620968245,1.0,1.0
PID,actuator_saturation_challenge,1.4324106978014088,1.4530091314728042,1.0,1.0
PID,actuator_saturation_challenge,1.2595214578086065,1.4842627187835122,1.0,1.0
PID,actuator_saturation_challenge,1.0577249187920377,1.5195449214363241,1.0,1.0
PID,actuator_saturation_challenge,0.8292090600475496,1.5595619037810047,1.0,1.0
PID,actuator_saturation_challenge,0.5759627804291649,1.6049211267519372,1.0,1.0
PID,actuator_saturation_challenge,0.2997381568604637,1.656127992093206,1.0,1.0
PID,actuator_saturation_challenge,0.0021283849388618703,1.7135864301527302,1.0,1.0
PID,actuator_saturation_challenge,-0.31540286727815675,1.7776200966247497,1.0,1.0
PID,actuator_saturation_challenge,-0.6507893449575847,1.8485296540214105,1.0,1.0
PID,actuator_saturation_challenge,-1.0034776003396921,1.9264232584325593,1.0,1.0
PID,actuator_saturation_challenge,-1.3715556802627087,2.0114739852906243,1.0,1.0
PID,actuator_saturation_challenge,-1.7552519843756387,2.103657355089148,1.0,1.0
PID,actuator_saturation_challenge,-2.151894152612995,2.2031211708426826,1.0,1.0
